"","PLAYERNAME","ESPNID","url"
"568","Tony Cruz",30936,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30936.png"
"569","Michael Cuddyer",4604,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4604.png"
"570","Johnny Cueto",28955,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/28955.png"
"571","Noel Cuevas",32433,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32433.png"
"572","Charlie Culberson",29955,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/29955.png"
"573","Brandon Cumpton",33086,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33086.png"
"574","Todd Cunningham",31227,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31227.png"
"575","John Curtiss",38159,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/38159.png"
"576","Jack Cust",4609,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4609.png"
"577","Cheslor Cuthbert",31682,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31682.png"
"578","David Dahl",32698,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32698.png"
"579","Bobby Dalbec",39382,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/39382.png"
"580","Johnny Damon",3323,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/3323.png"
"581","John Danks",28508,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/28508.png"
"582","Jordan Danks",30449,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30449.png"
"583","Chase d'Arnaud",30676,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30676.png"
"584","Travis D'Arnaud",29951,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/29951.png"
"585","James Darnell",30552,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30552.png"
"586","Yu Darvish",32055,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32055.png"
"587","Matt Davidson",31145,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31145.png"
"588","Tucker Davidson",41069,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41069.png"
"589","Kyle Davies",6208,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6208.png"
"590","Zach Davies",33829,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33829.png"
"591","Brennen Davis",41293,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41293.png"
"592","Chris Davis",29170,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/29170.png"
"593","Doug Davis",4138,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4138.png"
"594","Ike Davis",30532,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30532.png"
"595","Jaylin Davis",41627,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41627.png"
"596","J.D. Davis",33796,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33796.png"
"597","Jonathan Davis",38161,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/38161.png"
"598","Khris Davis",31478,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31478.png"
"599","Rajai Davis",28545,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/28545.png"
"600","Wade Davis",28957,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/28957.png"
"601","Grant Dayton",32670,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32670.png"
"602","Yonathan Daza",34086,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34086.png"
"603","Austin Dean",33532,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33532.png"
"604","Alejandro De Aza",28728,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/28728.png"
"605","Jaff Decker",31259,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31259.png"
"606","Samuel Deduno",30076,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30076.png"
"607","Justin De Fratus",30976,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30976.png"
"608","Brett De Geus",NA,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/NA.png"
"609","Jacob deGrom",32796,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32796.png"
"610","David DeJesus",5799,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5799.png"
"611","Ivan De Jesus",30020,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30020.png"
"612","Chase De Jong",32813,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32813.png"
"613","Paul DeJong",35185,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/35185.png"
"614","Steve Delabar",32026,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32026.png"
"615","Bryan De La Cruz",NA,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/NA.png"
"616","Dane de la Rosa",30978,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30978.png"
"617","Rubby de la Rosa",31051,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31051.png"
"618","Jose De Leon",33831,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33831.png"
"619","Randall Delgado",31093,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31093.png"
"620","Nick Delmonico",32121,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32121.png"
"621","Enyel De Los Santos",35026,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/35026.png"
"622","Fautino De Los Santos",29481,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/29481.png"
"623","Enerio Del Rosario",30500,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30500.png"
"624","Travis Demeritte",33863,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33863.png"
"625","Ryan Dempster",3845,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/3845.png"
"626","Matt den Dekker",31193,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31193.png"
"627","Chris Denorfia",6431,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6431.png"
"628","Mark DeRosa",3933,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/3933.png"
"629","Daniel Descalso",30475,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30475.png"
"630","Anthony DeSclafani",33180,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33180.png"
"631","Delino Deshields Jr.",31360,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31360.png"
"632","Ian Desmond",29646,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/29646.png"
"633","Odrisamer Despaigne",33617,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33617.png"
"634","Reid Detmers",NA,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/NA.png"
"635","Ross Detwiler",28895,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/28895.png"
"636","Chris Devenski",32511,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32511.png"
"637","Rafael Devers",33859,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33859.png"
"638","Cole DeVries",29434,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/29434.png"
"639","Blake Dewitt",29083,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/29083.png"
"640","Scott Diamond",30985,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30985.png"
"641","Aledmys Diaz",33390,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33390.png"
"642","Edwin Diaz",35394,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/35394.png"
"643","Elias Diaz",33594,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33594.png"
"644","Isan Diaz",34997,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34997.png"
"645","Jairo Diaz",32986,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32986.png"
"646","Juan Diaz",32008,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32008.png"
"647","Jumbo Diaz",29839,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/29839.png"
"648","Lewin Diaz",39921,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/39921.png"
"649","Matt Diaz",5595,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5595.png"
"650","Yandy Diaz",33481,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33481.png"
"651","Yusniel Diaz",34961,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34961.png"
"652","Alex Dickerson",32956,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32956.png"
"653","Chris Dickerson",29209,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/29209.png"
"654","Corey Dickerson",31684,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31684.png"
"655","R.A. Dickey",4695,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4695.png"
"656","Brandon Dickson",31067,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31067.png"
"657","Jake Diekman",32178,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32178.png"
"658","Derek Dietrich",31784,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31784.png"
"659","Wilmer Difo",33659,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33659.png"
"660","Tim Dillard",29140,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/29140.png"
"661","Nick Dini",39850,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/39850.png"
"662","Andy Dirks",31006,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31006.png"
"663","Brandon Dixon",33911,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33911.png"
"664","Greg Dobbs",6099,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6099.png"
"665","Randy Dobnak",42214,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/42214.png"
"666","Rafael Dolis",30514,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30514.png"
"667","Matt Dominguez",29963,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/29963.png"
"668","Seranthony Dominguez",37793,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/37793.png"
"669","Jason Donald",29671,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/29671.png"
"670","Josh Donaldson",29563,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/29563.png"
"671","Sean Doolittle",30283,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30283.png"
"672","Octavio Dotel",3950,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/3950.png"
"673","Felix Doubront",30066,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30066.png"
"674","Ryan Doumit",6304,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6304.png"
"675","Camilo Doval",NA,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/NA.png"
"676","Darin Downs",31076,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31076.png"
"677","Jeter Downs",39648,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/39648.png"
"678","Matt Downs",30111,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30111.png"
"679","Scott Downs",4286,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4286.png"
"680","Brian Dozier",31009,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31009.png"
"681","Hunter Dozier",33233,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33233.png"
"682","Kyle Drabek",29965,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/29965.png"
"683","Oliver Drake",31615,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31615.png"
"684","J.D. Drew",3956,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/3956.png"
"685","Stephen Drew",6298,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6298.png"
"686","Brandon Drury",32269,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32269.png"
"687","Mauricio Dubon",35304,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/35304.png"
"688","Justin Duchscherer",4816,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4816.png"
"689","Lucas Duda",30953,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30953.png"
"690","Brian Duensing",28960,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/28960.png"
"691","Tyler Duffey",33668,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33668.png"
"692","Danny Duffy",31114,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31114.png"
"693","Matt Duffy",33453,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33453.png"
"694","Steven Duggar",35568,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/35568.png"
"695","Robert Dugger",39831,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/39831.png"
"696","Zach Duke",6219,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6219.png"
"697","Ryan Dull",33319,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33319.png"
"698","Shelley Duncan",28832,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/28832.png"
"699","Adam Dunn",4808,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4808.png"
"700","Dane Dunning",36080,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/36080.png"
"701","Justin Dunn",40992,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/40992.png"
"702","Mike Dunn",30081,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30081.png"
"703","Jon Duplantier",40918,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/40918.png"
"704","Jarren Duran",41610,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41610.png"
"705","Chad Durbin",4210,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4210.png"
"706","Adam Duvall",32664,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32664.png"
"707","Jarrod Dyson",30461,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30461.png"
"708","Sam Dyson",31745,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31745.png"
"709","Adam Eaton",32068,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32068.png"
"710","David Eckstein",4625,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4625.png"
"711","Josh Edgin",32198,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32198.png"
"712","Tommy Edman",39907,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/39907.png"
"713","Jim Edmonds",2993,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/2993.png"
"714","Carl Edwards",33202,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33202.png"
"715","Zach Eflin",32804,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32804.png"
"716","Brett Eibner",31276,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31276.png"
"717","Jerad Eickhoff",33057,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33057.png"
"718","Scott Elbert",28689,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/28689.png"
"719","Roenis Elias",33152,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33152.png"
"720","A.J. Ellis",29258,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/29258.png"
"721","Drew Ellis",NA,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/NA.png"
"722","Mark Ellis",5086,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5086.png"
"723","Jacoby Ellsbury",28637,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/28637.png"
"724","Jake Elmore",32179,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32179.png"
"725","John Ely",30940,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30940.png"
"726","Edwin Encarnacion",5904,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5904.png"
"727","Adam Engel",34064,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34064.png"
"728","Barry Enright",29791,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/29791.png"
"729","Nathan Eovaldi",31174,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31174.png"
"730","Cody Eppley",31078,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31078.png"
"731","Robbie Erlin",31791,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31791.png"
"732","Phil Ervin",33234,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33234.png"
"733","Alcides Escobar",29229,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/29229.png"
"734","Eduardo Escobar",30272,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30272.png"
"735","Yunel Escobar",28662,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/28662.png"
"736","Tom Eshelman",34977,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34977.png"
"737","Anderson Espinoza",34987,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34987.png"
"738","Danny Espinosa",30621,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30621.png"
"739","Paolo Espino",NA,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/NA.png"
"740","Santiago Espinal",39924,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/39924.png"
"741","Carlos Estevez",34861,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34861.png"
"742","Marco Estrada",29215,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/29215.png"
"743","Thairo Estrada",36485,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/36485.png"
"744","Andre Ethier",6481,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6481.png"
"745","Demarcus Evans",41742,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41742.png"
"746","Phillip Evans",32201,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32201.png"
"747","Luis Exposito",30540,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30540.png"
"748","Peter Fairbanks",42180,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/42180.png"
"749","Stuart Fairchild",NA,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/NA.png"
"750","Bailey Falter",NA,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/NA.png"
"751","Irving Falu",30390,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30390.png"
"752","Jeurys Familia",31687,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31687.png"
"753","Jacob Faria",34871,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34871.png"
"754","Buck Farmer",33627,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33627.png"
"755","Kyle Farmer",33287,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33287.png"
"756","Kyle Farnsworth",4049,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4049.png"
"757","Danny Farquhar",30611,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30611.png"
"758","Eric Farris",30659,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30659.png"
"759","Taylor Featherston",33407,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33407.png"
"760","Erick Fedde",33793,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33793.png"
"761","Tim Federowicz",31038,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31038.png"
"762","Scott Feldman",6384,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6384.png"
"763","Pedro Feliciano",5314,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5314.png"
"764","Michael Feliz",33235,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33235.png"
"765","Neftali Feliz",30149,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30149.png"
"766","Caleb Ferguson",41017,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41017.png"
"767","Jose Fernandez",32567,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32567.png"
"768","Jose Miguel Fernandez",36460,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/36460.png"
"769","J.P. Feyereisen",36011,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/36011.png"
"770","Chuckie Fick",32041,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32041.png"
"771","Josh Fields",30213,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30213.png"
"772","Johnny Field",33569,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33569.png"
"773","Prince Fielder",5915,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5915.png"
"774","Casey Fien",29376,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/29376.png"
"775","Mike Fiers",30773,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30773.png"
"776","Stephen Fife",32038,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32038.png"
"777","Chone Figgins",5302,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5302.png"
"778","Pedro Figueroa",30558,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30558.png"
"779","Heath Fillmyer",36077,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/36077.png"
"780","Brandon Finnegan",33633,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33633.png"
"781","Kyle Finnegan",NA,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/NA.png"
"782","Derek Fisher",33794,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33794.png"
"783","Doug Fister",30370,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30370.png"
"784","Jack Flaherty",33837,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33837.png"
"785","Ryan Flaherty",30728,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30728.png"
"786","Josh Fleming",42615,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/42615.png"
"787","David Fletcher",35156,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/35156.png"
"788","Chris Flexen",36067,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/36067.png"
"789","Jesus Flores",28714,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/28714.png"
"790","Ramon Flores",31617,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31617.png"
"791","Wilmer Flores",30627,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30627.png"
"792","Pedro Florimon",30310,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30310.png"
"793","Dylan Floro",33852,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33852.png"
"794","Tyler Flowers",30157,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30157.png"
"795","Gavin Floyd",5922,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5922.png"
"796","Brian Flynn",32671,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32671.png"
"797","Mike Foltynewicz",31819,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31819.png"
"798","Wilmer Font",31075,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31075.png"
"799","Lew Ford",5377,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5377.png"
"800","Mike Ford",38896,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/38896.png"
"801","Logan Forsythe",30579,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30579.png"
"802","Matt Foster",40706,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/40706.png"
"803","Dexter Fowler",29252,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/29252.png"
"804","Dustin Fowler",34693,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34693.png"
"805","Lucius Fox",34990,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34990.png"
"806","Jake Fraley",37974,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/37974.png"
"807","Ben Francisco",28672,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/28672.png"
"808","Frank Francisco",5963,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5963.png"
"809","Jeff Francis",6038,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6038.png"
"810","Jeff Francoeur",6345,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6345.png"
"811","Juan Francisco",29601,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/29601.png"
"812","Maikel Franco",32163,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32163.png"
"813","Ty France",35591,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/35591.png"
"814","Wander Franco",40929,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/40929.png"
"815","Kevin Frandsen",6528,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6528.png"
"816","Nick Franklin",30661,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30661.png"
"817","Ryan Franklin",4064,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4064.png"
"818","Jason Frasor",5938,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5938.png"
